BRCD,BRANCH,CIRCLE,NETWORK,MOD NO,MODULE,REG NO,BGL,BGLDESC,BALANCE,BM_MOBILE
7035,KOODAKOIL                               ,CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-214549,
7039,ADALUR                                  ,CHENNAI,2,22,TRICHY,4,98728,SUSPENSE - ADHOC PAYMENTS,-3000,
7039,ADALUR                                  ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,23542112.54,
7039,ADALUR                                  ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1667028.6,
7039,ADALUR                                  ,CHENNAI,2,22,TRICHY,4,3199844,ATM EXCESS CASH ACCOUNT,3600,
7040,AGRI COMM BRANCH KOVILUR                ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2827491.11,
7040,AGRI COMM BRANCH KOVILUR                ,CHENNAI,2,22,TRICHY,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-325.73,
7040,AGRI COMM BRANCH KOVILUR                ,CHENNAI,2,22,TRICHY,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,169400,
7040,AGRI COMM BRANCH KOVILUR                ,CHENNAI,2,22,TRICHY,4,98656,SUSP - SC CONTRA AC,347600,
7040,AGRI COMM BRANCH KOVILUR                ,CHENNAI,2,22,TRICHY,4,98655,SUSP - SC CONTRA AC,-347600,
7040,AGRI COMM BRANCH KOVILUR                ,CHENNAI,2,22,TRICHY,4,98602,INTER OFFICE INSTRUMENTS AC,89233843.03,
7041,KOMARAPALAYAM                           ,CHENNAI,3,31,COIMBATORE,5,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,25000,
7041,KOMARAPALAYAM                           ,CHENNAI,3,31,COIMBATORE,5,98602,INTER OFFICE INSTRUMENTS AC,-151054641.6,
7041,KOMARAPALAYAM                           ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9415678.19,
7041,KOMARAPALAYAM                           ,CHENNAI,3,31,COIMBATORE,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-18300,
7041,KOMARAPALAYAM                           ,CHENNAI,3,31,COIMBATORE,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,133800,
7041,KOMARAPALAYAM                           ,CHENNAI,3,31,COIMBATORE,5,98751,SUNDRY DEPOSITS-OTHERS,568000,
7042,"SME BRANCH, KAPPALUR MADURAI            ",CHENNAI,2,21,MADURAI,4,98731,SUSPENSE - OTHERS,-220927.4,
7042,"SME BRANCH, KAPPALUR MADURAI            ",CHENNAI,2,21,MADURAI,4,98728,SUSPENSE - ADHOC PAYMENTS,-352000,
7042,"SME BRANCH, KAPPALUR MADURAI            ",CHENNAI,2,21,MADURAI,4,98602,INTER OFFICE INSTRUMENTS AC,25251749.54,
7042,"SME BRANCH, KAPPALUR MADURAI            ",CHENNAI,2,21,MADURAI,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1906811.99,
7042,"SME BRANCH, KAPPALUR MADURAI            ",CHENNAI,2,21,MADURAI,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-29961.36,
7042,"SME BRANCH, KAPPALUR MADURAI            ",CHENNAI,2,21,MADURAI,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,96376.4,
7042,"SME BRANCH, KAPPALUR MADURAI            ",CHENNAI,2,21,MADURAI,4,98751,SUNDRY DEPOSITS-OTHERS,449695,
7043,YERCAUD                                 ,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-64900,
7043,YERCAUD                                 ,CHENNAI,3,32,SALEM,1,98602,INTER OFFICE INSTRUMENTS AC,-153394108.1,
7043,YERCAUD                                 ,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,6001060.01,
7043,YERCAUD                                 ,CHENNAI,3,32,SALEM,1,98751,SUNDRY DEPOSITS-OTHERS,2850,
7043,YERCAUD                                 ,CHENNAI,3,32,SALEM,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-22695,
7053,PALAVUR                                 ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,83194943.95,
7053,PALAVUR                                 ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1365842.5,
7053,PALAVUR                                 ,CHENNAI,2,21,MADURAI,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-7811.8,
7053,PALAVUR                                 ,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,28100,
7055,"SIPCOT IND COMPLEX, MANAMADURAI         ",CHENNAI,2,22,TRICHY,3,98731,SUSPENSE - OTHERS,-9240,
7055,"SIPCOT IND COMPLEX, MANAMADURAI         ",CHENNAI,2,22,TRICHY,3,98728,SUSPENSE - ADHOC PAYMENTS,-12451,
7055,"SIPCOT IND COMPLEX, MANAMADURAI         ",CHENNAI,2,22,TRICHY,3,98602,INTER OFFICE INSTRUMENTS AC,153230426.3,
7055,"SIPCOT IND COMPLEX, MANAMADURAI         ",CHENNAI,2,22,TRICHY,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1523286,
7055,"SIPCOT IND COMPLEX, MANAMADURAI         ",CHENNAI,2,22,TRICHY,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-6000,
7057,THADIKKARANKONAM                        ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,86230028.4,
7057,THADIKKARANKONAM                        ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,918057.42,
7057,THADIKKARANKONAM                        ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,32600,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,98731,SUSPENSE - OTHERS,-10404,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,98656,SUSP - SC CONTRA AC,-525602,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,98655,SUSP - SC CONTRA AC,525602,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,98602,INTER OFFICE INSTRUMENTS AC,551024773.2,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3814859.37,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-29.5,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,261600,
7066,MADURAVOYAL                             ,CHENNAI,1,11,CHENNAI NORTH,3,98751,SUNDRY DEPOSITS-OTHERS,29289,
7105,MAHALINGAPURAM (CHENNAI)                ,CHENNAI,1,11,CHENNAI NORTH,2,98731,SUSPENSE - OTHERS,-1896346,
7105,MAHALINGAPURAM (CHENNAI)                ,CHENNAI,1,11,CHENNAI NORTH,2,98602,INTER OFFICE INSTRUMENTS AC,1634096200,
7105,MAHALINGAPURAM (CHENNAI)                ,CHENNAI,1,11,CHENNAI NORTH,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3016409.38,
7106,SHASTRI NAGAR(CHENNAI)                  ,CHENNAI,1,12,CHENNAI SOUTH,2,98581,ATM CASH DISB-CUST AC NOT DEBITED,-40.37,
7106,SHASTRI NAGAR(CHENNAI)                  ,CHENNAI,1,12,CHENNAI SOUTH,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5498862.59,
7106,SHASTRI NAGAR(CHENNAI)                  ,CHENNAI,1,12,CHENNAI SOUTH,2,98602,INTER OFFICE INSTRUMENTS AC,640882897.3,
7106,SHASTRI NAGAR(CHENNAI)                  ,CHENNAI,1,12,CHENNAI SOUTH,2,3199844,ATM EXCESS CASH ACCOUNT,18200,
7106,SHASTRI NAGAR(CHENNAI)                  ,CHENNAI,1,12,CHENNAI SOUTH,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,166198.5,
7106,SHASTRI NAGAR(CHENNAI)                  ,CHENNAI,1,12,CHENNAI SOUTH,2,98656,SUSP - SC CONTRA AC,-1137,
7106,SHASTRI NAGAR(CHENNAI)                  ,CHENNAI,1,12,CHENNAI SOUTH,2,98655,SUSP - SC CONTRA AC,1137,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3296766.55,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,98751,SUNDRY DEPOSITS-OTHERS,12587,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,101900,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,98576,SD . UNIDENTIFIED CREDITS . CASH B,45000,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,98582,CUST AC DEBITED - ATM CASH NOT DISBURSED,26200,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-918,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,495697656.3,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,4599270,CASH POINT ADMIN DECREASE ACCOUNT,-26200,
7107,VEPERY(CHENNAI)                         ,CHENNAI,1,11,CHENNAI NORTH,1,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,1500,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,100,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-48581.02,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4755027.82,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,98602,INTER OFFICE INSTRUMENTS AC,341522639.7,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,98731,SUSPENSE - OTHERS,-2501,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,98576,SD . UNIDENTIFIED CREDITS . CASH B,4422.66,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,84400,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,98728,SUSPENSE - ADHOC PAYMENTS,-7118.43,
7108,VILLIVAKKAM (CHENNAI)                   ,CHENNAI,1,11,CHENNAI NORTH,1,3199844,ATM EXCESS CASH ACCOUNT,35300,
7126,POIGAI                                  ,CHENNAI,1,11,CHENNAI NORTH,4,98602,INTER OFFICE INSTRUMENTS AC,414016557.2,
7126,POIGAI                                  ,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4469309.92,
7126,POIGAI                                  ,CHENNAI,1,11,CHENNAI NORTH,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,69700,
7126,POIGAI                                  ,CHENNAI,1,11,CHENNAI NORTH,4,3199844,ATM EXCESS CASH ACCOUNT,42500,
7126,POIGAI                                  ,CHENNAI,1,11,CHENNAI NORTH,4,98728,SUSPENSE - ADHOC PAYMENTS,-590000,
7127,ODHIYATHUR                              ,CHENNAI,1,11,CHENNAI NORTH,4,98731,SUSPENSE - OTHERS,-66000,
7127,ODHIYATHUR                              ,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,285733.39,
7127,ODHIYATHUR                              ,CHENNAI,1,11,CHENNAI NORTH,4,98602,INTER OFFICE INSTRUMENTS AC,4998062.41,
7140,VICKRAMASINGAPURAM                      ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,488272124.2,
7140,VICKRAMASINGAPURAM                      ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,8837980.08,
7140,VICKRAMASINGAPURAM                      ,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,73000,
7140,VICKRAMASINGAPURAM                      ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,68700,
7140,VICKRAMASINGAPURAM                      ,CHENNAI,2,21,MADURAI,3,98576,SD . UNIDENTIFIED CREDITS . CASH B,76104.72,
7200,DADAGAPATTI                             ,CHENNAI,3,32,SALEM,1,98602,INTER OFFICE INSTRUMENTS AC,494045012.7,
7200,DADAGAPATTI                             ,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-1600,
7200,DADAGAPATTI                             ,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3437781,
7200,DADAGAPATTI                             ,CHENNAI,3,32,SALEM,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,112400,
7200,DADAGAPATTI                             ,CHENNAI,3,32,SALEM,1,98751,SUNDRY DEPOSITS-OTHERS,54587,
7200,DADAGAPATTI                             ,CHENNAI,3,32,SALEM,1,3199844,ATM EXCESS CASH ACCOUNT,278500,
7200,DADAGAPATTI                             ,CHENNAI,3,32,SALEM,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-34975,
7201,COMMERCIAL BRANCH SALEM                 ,CHENNAI,3,32,SALEM,9,98731,SUSPENSE - OTHERS,-295842.42,
7201,COMMERCIAL BRANCH SALEM                 ,CHENNAI,3,32,SALEM,9,98728,SUSPENSE - ADHOC PAYMENTS,-150000,
7201,COMMERCIAL BRANCH SALEM                 ,CHENNAI,3,32,SALEM,9,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5530429.63,
7201,COMMERCIAL BRANCH SALEM                 ,CHENNAI,3,32,SALEM,9,98602,INTER OFFICE INSTRUMENTS AC,579744643.5,
7201,COMMERCIAL BRANCH SALEM                 ,CHENNAI,3,32,SALEM,9,98593,RTGS REJECTED TXNS AC,4615330,
7201,COMMERCIAL BRANCH SALEM                 ,CHENNAI,3,32,SALEM,9,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,60100,
7201,COMMERCIAL BRANCH SALEM                 ,CHENNAI,3,32,SALEM,9,98751,SUNDRY DEPOSITS-OTHERS,319796734,
7230,GANESAPURAM                             ,CHENNAI,3,31,COIMBATORE,2,98728,SUSPENSE - ADHOC PAYMENTS,-20000,
7230,GANESAPURAM                             ,CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-492,
7230,GANESAPURAM                             ,CHENNAI,3,31,COIMBATORE,2,98602,INTER OFFICE INSTRUMENTS AC,179163318.5,
7230,GANESAPURAM                             ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,7382282.5,
7230,GANESAPURAM                             ,CHENNAI,3,31,COIMBATORE,2,3199844,ATM EXCESS CASH ACCOUNT,7500,
7230,GANESAPURAM                             ,CHENNAI,3,31,COIMBATORE,2,98746,SD - EXCESS CASH,2200,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,98751,SUNDRY DEPOSITS-OTHERS,258869,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-200000,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,369900,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-36400,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,7740696.02,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,98602,INTER OFFICE INSTRUMENTS AC,365696488.1,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,98728,SUSPENSE - ADHOC PAYMENTS,-4000,
7231,PEELAMEDU (COIMBATORE)                  ,CHENNAI,3,31,COIMBATORE,1,98731,SUSPENSE - OTHERS,-2501,
7271,"SME BRANCH, BHAVANI                     ",CHENNAI,3,31,COIMBATORE,3,98602,INTER OFFICE INSTRUMENTS AC,359569216.9,
7271,"SME BRANCH, BHAVANI                     ",CHENNAI,3,31,COIMBATORE,3,98746,SD - EXCESS CASH,1000,
7271,"SME BRANCH, BHAVANI                     ",CHENNAI,3,31,COIMBATORE,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3381237,
7274,"SME SIRUTHOZHIL BRANCH ,VELLORE         ",CHENNAI,1,11,CHENNAI NORTH,4,98655,SUSP - SC CONTRA AC,89154,
7274,"SME SIRUTHOZHIL BRANCH ,VELLORE         ",CHENNAI,1,11,CHENNAI NORTH,4,98602,INTER OFFICE INSTRUMENTS AC,239758556.9,
7274,"SME SIRUTHOZHIL BRANCH ,VELLORE         ",CHENNAI,1,11,CHENNAI NORTH,4,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,235,
7274,"SME SIRUTHOZHIL BRANCH ,VELLORE         ",CHENNAI,1,11,CHENNAI NORTH,4,98656,SUSP - SC CONTRA AC,-89154,
7274,"SME SIRUTHOZHIL BRANCH ,VELLORE         ",CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5086148.32,
7274,"SME SIRUTHOZHIL BRANCH ,VELLORE         ",CHENNAI,1,11,CHENNAI NORTH,4,98731,SUSPENSE - OTHERS,-2700000,
7276,CHINNADHARAPURAM                        ,CHENNAI,3,31,COIMBATORE,5,98731,SUSPENSE - OTHERS,-1699.51,
7276,CHINNADHARAPURAM                        ,CHENNAI,3,31,COIMBATORE,5,98602,INTER OFFICE INSTRUMENTS AC,80279988.52,
7276,CHINNADHARAPURAM                        ,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,610064.15,
7276,CHINNADHARAPURAM                        ,CHENNAI,3,31,COIMBATORE,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,119000,
7276,CHINNADHARAPURAM                        ,CHENNAI,3,31,COIMBATORE,5,3199844,ATM EXCESS CASH ACCOUNT,11000,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,4898587,Diff in parking ac with INB facility,20888242,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,98731,SUSPENSE - OTHERS,-312037.21,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-300,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,26912270.24,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,98656,SUSP - SC CONTRA AC,52810670,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,98751,SUNDRY DEPOSITS-OTHERS,1724.15,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,98655,SUSP - SC CONTRA AC,-52810670,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,4897945,Sys. Suspense Govt. Challan with clg cheque,12475720,
7281,TREASURY BRANCH CHENNAI                 ,CHENNAI,1,12,CHENNAI SOUTH,1,98602,INTER OFFICE INSTRUMENTS AC,47785374729,
7290,KETTY  VALLEY                           ,CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-32085,
7290,KETTY  VALLEY                           ,CHENNAI,3,31,COIMBATORE,2,98602,INTER OFFICE INSTRUMENTS AC,-103584448.6,
7290,KETTY  VALLEY                           ,CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1677920.91,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,3199844,ATM EXCESS CASH ACCOUNT,26382,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,39800,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,2200000,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,98581,ATM CASH DISB-CUST AC NOT DEBITED,-14149.56,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,98602,INTER OFFICE INSTRUMENTS AC,150551546.8,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,98731,SUSPENSE - OTHERS,-75000,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,98655,SUSP - SC CONTRA AC,3688898,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,98656,SUSP - SC CONTRA AC,-3688898,
7306,AGRI COMM BRANCH R M Y MANALURPET       ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2384075.69,
7314,"SME BRANCH, PONDICHERRY                 ",CHENNAI,3,32,SALEM,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,11299323.09,
7314,"SME BRANCH, PONDICHERRY                 ",CHENNAI,3,32,SALEM,3,98751,SUNDRY DEPOSITS-OTHERS,50000,
7314,"SME BRANCH, PONDICHERRY                 ",CHENNAI,3,32,SALEM,3,98602,INTER OFFICE INSTRUMENTS AC,1820622924,
7314,"SME BRANCH, PONDICHERRY                 ",CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-328440,
7355,AO COIMBATORE                           ,CHENNAI,3,31,COIMBATORE,9,98731,SUSPENSE - OTHERS,-638720,
7355,AO COIMBATORE                           ,CHENNAI,3,31,COIMBATORE,9,98602,INTER OFFICE INSTRUMENTS AC,-10,
7355,AO COIMBATORE                           ,CHENNAI,3,31,COIMBATORE,9,98751,SUNDRY DEPOSITS-OTHERS,75806,
7355,AO COIMBATORE                           ,CHENNAI,3,31,COIMBATORE,9,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-21521444.81,
7355,AO COIMBATORE                           ,CHENNAI,3,31,COIMBATORE,9,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),56810,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,98746,SD - EXCESS CASH,500,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,3199844,ATM EXCESS CASH ACCOUNT,83400,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,98728,SUSPENSE - ADHOC PAYMENTS,-4000,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,4597997,INB MISCELLANEOUS CREDIT IMPS,3000,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,98655,SUSP - SC CONTRA AC,90584,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,98656,SUSP - SC CONTRA AC,-90584,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,98602,INTER OFFICE INSTRUMENTS AC,89122709.19,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1583786.12,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-500,
7438,AGRI COMM BRANCH KOTTUCHERRY            ,CHENNAI,2,22,TRICHY,5,98751,SUNDRY DEPOSITS-OTHERS,30033,
7463,AGRI COMM BRANCH RMY KAVERIPATTINAM     ,CHENNAI,3,32,SALEM,4,98751,SUNDRY DEPOSITS-OTHERS,154428,
7463,AGRI COMM BRANCH RMY KAVERIPATTINAM     ,CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-165071.73,
7463,AGRI COMM BRANCH RMY KAVERIPATTINAM     ,CHENNAI,3,32,SALEM,4,98602,INTER OFFICE INSTRUMENTS AC,100486847.7,
7463,AGRI COMM BRANCH RMY KAVERIPATTINAM     ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1696523.41,
7463,AGRI COMM BRANCH RMY KAVERIPATTINAM     ,CHENNAI,3,32,SALEM,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-12852.84,
7463,AGRI COMM BRANCH RMY KAVERIPATTINAM     ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,20600,
7463,AGRI COMM BRANCH RMY KAVERIPATTINAM     ,CHENNAI,3,32,SALEM,4,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),661624,
7464,AGRI COMM BRANCH RMY PENNAGARAM         ,CHENNAI,3,32,SALEM,4,3199844,ATM EXCESS CASH ACCOUNT,5300,
7464,AGRI COMM BRANCH RMY PENNAGARAM         ,CHENNAI,3,32,SALEM,4,98751,SUNDRY DEPOSITS-OTHERS,255600,
7464,AGRI COMM BRANCH RMY PENNAGARAM         ,CHENNAI,3,32,SALEM,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,3400,
7464,AGRI COMM BRANCH RMY PENNAGARAM         ,CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-94720,
7464,AGRI COMM BRANCH RMY PENNAGARAM         ,CHENNAI,3,32,SALEM,4,98602,INTER OFFICE INSTRUMENTS AC,847767111.2,
7464,AGRI COMM BRANCH RMY PENNAGARAM         ,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3083166.96,
7464,AGRI COMM BRANCH RMY PENNAGARAM         ,CHENNAI,3,32,SALEM,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-26511.8,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,98602,INTER OFFICE INSTRUMENTS AC,289908144.9,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,66800,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,3199844,ATM EXCESS CASH ACCOUNT,26800,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,98746,SD - EXCESS CASH,400,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,98533,SYSTEM SUSPENSE AC - ORIG CREDIT,8531,
7482,ARASARADI(MADURAI)                      ,CHENNAI,2,21,MADURAI,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1000,
